target_id	length	eff_length	est_counts	tpm
ENST00000483052.1	1365	1160.43	0	0
ENST00000581535.1	100	16.9413	0.984426	3.239
ENST00000619836.4	4252	4047.43	58.1113	0.800309
ENST00000444713.5	838	633.429	0	0
ENST00000374271.8	4279	4074.43	0.0119372	0.00016331
ENST00000374269.1	2566	2361.43	2.87675	0.0679052
ENST00000374268.3	1524	1319.43	32	1.35189
ENST00000374266.5	1862	1657.43	1155.34	38.8555
ENST00000270812.5	1885	1680.43	40.2486	1.33508
ENST00000407889.6	694	489.429	37.298	4.24788
ENST00000414762.1	447	243.074	7.13975	1.63727
ENST00000433939.5	721	516.429	0	0
ENST00000444682.1	623	418.473	11.9706	1.5945
ENST00000448923.1	492	287.837	0	0
ENST00000361530.10	2625	2420.43	43.6245	1.00465
ENST00000481077.6	865	660.429	0	0
ENST00000480348.6	666	461.429	0	0
ENST00000465415.1	624	419.473	5.15416	0.684905
ENST00000374253.9	2538	2333.43	75.9199	1.81358
ENST00000525687.5	1200	995.429	1.62903	0.0912209
ENST00000482227.5	2507	2302.43	0	0
ENST00000531191.5	2673	2468.43	0	0
ENST00000524529.6	562	357.586	0	0
ENST00000531150.5	581	376.55	0	0
ENST00000528001.1	553	348.586	0	0
ENST00000528281.5	842	637.429	2.06442	0.180527
ENST00000480617.1	467	262.947	4.2302	0.896747
ENST00000484874.2	642	437.473	3.55371	0.4528
ENST00000338855.6	1516	1311.43	0	0
ENST00000456354.6	1912	1707.43	0	0
ENST00000611853.1	1404	1199.43	0	0
ENST00000518899.5	1831	1626.43	0	0
ENST00000451429.6	4061	3856.43	6.81756	0.0985417
ENST00000476272.6	3507	3302.43	47.7691	0.806288
ENST00000252992.8	3935	3730.43	56.3421	0.84188
ENST00000480446.1	435	231.169	0	0
ENST00000453146.1	2821	2616.43	46.3219	0.986856
ENST00000469609.5	2384	2179.43	21.1262	0.540325
ENST00000468163.1	453	249.049	0	0
ENST00000491670.1	941	736.429	3.6231	0.274237
ENST00000614679.2	1653	1448.43	2856.84	109.942
ENST00000270792.9	1661	1456.43	368.42	14.1003
ENST00000319041.6	768	563.429	392.71	38.8516
ENST00000314675.11	2254	2049.43	2.00276	0.0544719
ENST00000472155.5	2646	2441.43	57.8925	1.32177
ENST00000374223.5	1312	1107.43	31.1732	1.56907
ENST00000475591.5	2542	2337.43	126.944	3.02726
ENST00000357089.8	1555	1350.43	145.874	6.02118
ENST00000494942.5	2325	2120.43	164.989	4.33718
ENST00000374221.7	1792	1587.43	44.467	1.56142
ENST00000374217.6	1846	1641.43	16.495	0.560152
ENST00000374222.5	2043	1838.43	0	0
ENST00000496466.1	2339	2134.43	19.462	0.508255
ENST00000374215.5	938	733.429	11.4058	0.866851
ENST00000452980.5	782	577.429	0	0
ENST00000442942.6	688	483.429	0	0
ENST00000450041.5	649	444.429	5.19765	0.6519
ENST00000423664.5	793	588.429	0	0
ENST00000421827.2	728	523.429	6.12718	0.652498
ENST00000374213.2	468	263.947	6	1.2671
ENST00000492808.5	581	376.55	0	0
ENST00000470468.1	381	178.427	0	0
ENST00000527815.5	2523	2318.43	3.22358	0.0775034
ENST00000308182.9	5245	5040.43	0	0
ENST00000374211.5	691	486.429	2.43125	0.278604
ENST00000374208.1	469	264.947	4.44878	0.935964
ENST00000520372.5	554	349.586	8.89639	1.41852
ENST00000522923.5	547	342.586	0	0
ENST00000429942.2	886	681.429	0	0
ENST00000522993.1	796	591.429	0	0
ENST00000374207.4	1353	1148.43	0	0
ENST00000475866.2	1548	1343.43	0	0
ENST00000403843.5	1670	1465.43	0	0
ENST00000436292.5	1712	1507.43	0	0
ENST00000349618.7	1610	1405.43	0	0
ENST00000455900.5	1080	875.429	0	0
ENST00000451801.5	936	731.429	2.45777	0.187303
ENST00000454975.1	592	387.473	1.54223	0.221863
ENST00000453132.5	662	457.429	0	0
ENST00000423508.5	744	539.429	0	0
ENST00000416125.1	853	648.429	0	0
ENST00000326279.10	4008	3803.43	0	0
ENST00000254231.4	3458	3253.43	2	0.0342661
ENST00000434391.6	3338	3133.43	242.543	4.31465
ENST00000427245.6	868	663.429	0	0
ENST00000527611.1	297	103.248	0	0
ENST00000374186.7	656	451.429	0	0
ENST00000525682.6	1235	1030.43	54.3128	2.93806
ENST00000236342.11	1403	1198.43	7.43241	0.345695
ENST00000526219.5	1072	867.429	0	0
ENST00000374185.7	1148	943.429	12.9355	0.764277
ENST00000487944.5	717	512.429	11.6639	1.26878
ENST00000360009.6	3245	3040.43	266.534	4.88646
ENST00000533087.5	582	377.55	12.1339	1.79145
ENST00000531312.5	496	291.808	0	0
ENST00000525165.5	573	368.55	39.1831	5.92624
ENST00000525326.5	492	287.837	0	0
ENST00000525546.5	581	376.55	2.60197	0.385173
ENST00000528557.5	516	311.808	5.10051	0.911806
ENST00000526278.5	548	343.586	0	0
ENST00000436153.6	705	500.429	0	0
ENST00000529688.5	589	384.473	0	0
ENST00000530781.5	556	351.586	4.6992	0.745021
ENST00000531955.5	559	354.586	3.08443	0.484875
ENST00000525410.1	595	390.473	0	0
ENST00000430232.5	703	498.429	0	0
ENST00000431933.5	2673	2468.43	0	0
ENST00000416052.1	629	424.473	1.61406	0.211956
ENST00000423060.1	529	324.619	4	0.686851
ENST00000468388.5	320	122.503	80.1289	36.4602
ENST00000479815.5	1030	825.429	105.378	7.11619
ENST00000460563.5	1045	840.429	230.601	15.2945
ENST00000464888.5	565	360.586	22.3616	3.45677
ENST00000463817.5	853	648.429	40.963	3.52132
ENST00000619352.4	1148	943.429	0	0
ENST00000467700.5	932	727.429	50.9444	3.90375
ENST00000361427.5	1191	986.429	2775.81	156.855
ENST00000466194.1	952	747.429	33.2187	2.47736
ENST00000493418.1	1496	1291.43	9.57787	0.413404
ENST00000525525.5	543	338.586	2.39885	0.394922
ENST00000526040.6	500	295.808	36.637	6.90376
ENST00000374168.6	3186	2981.43	1955.14	36.5535
ENST00000524436.5	560	355.586	0	0
ENST00000374166.8	3131	2926.43	18.5869	0.354035
ENST00000526792.5	2596	2391.43	0	0
ENST00000529454.5	544	339.586	0	0
ENST00000530003.5	3023	2818.43	4.90631e-006	9.70341e-008
ENST00000366866.8	592	387.473	1.46364	0.210557
ENST00000531113.5	2089	1884.43	18.1326	0.53636
ENST00000374163.5	3202	2997.43	46.8692	0.871595
ENST00000530607.1	580	375.55	11.1111	1.64917
ENST00000531382.5	2359	2154.43	0	0
ENST00000525582.1	486	281.837	9.21702	1.82292
ENST00000527264.5	530	325.619	0	0
ENST00000474934.1	857	652.429	0	0
ENST00000459548.1	52	25.7917	0	0
ENST00000488985.1	304	109.002	2	1.02275
ENST00000403732.2	498	293.808	3.55822	0.675063
ENST00000530305.1	555	350.586	1.88904	0.300346
ENST00000438977.1	639	434.473	0	0
ENST00000497096.3	304	109.002	0	0
ENST00000516993.1	102	17.3452	0	0
ENST00000516620.2	64	30.9667	0	0
ENST00000459201.1	104	17.8881	0	0
ENST00000569378.1	2000	1795.43	0	0
ENST00000324856.11	8577	8372.43	423.329	2.8184
ENST00000457599.6	6268	6063.43	0	0
ENST00000524572.1	546	341.586	0	0
ENST00000615191.4	3804	3599.43	0	0
ENST00000374152.6	5992	5787.43	0	0
ENST00000430291.1	509	304.808	0	0
ENST00000430799.6	3978	3773.43	181.44	2.68023
ENST00000466382.1	2696	2491.43	100.231	2.24248
ENST00000532781.1	2583	2378.43	0	0
ENST00000430292.5	608	403.473	2.41125	0.333123
ENST00000472757.5	932	727.429	4.71325	0.361165
ENST00000078527.8	2367	2162.43	242.263	6.24485
ENST00000431541.5	716	511.429	5.86212	0.638918
ENST00000374145.5	2713	2508.43	39.7502	0.883312
ENST00000455364.1	707	502.429	0	0
ENST00000477476.3	291	98.2953	0	0
ENST00000374142.8	5020	4815.43	1782.12	20.629
ENST00000374141.6	1002	797.429	170.424	11.9128
ENST00000534643.5	597	392.473	0	0
ENST00000488397.3	1275	1070.43	0	0
ENST00000478902.1	562	357.586	4.4602	0.695266
ENST00000339276.5	1320	1115.43	668.167	33.3902
ENST00000448791.1	306	110.594	0	0
ENST00000374135.8	4678	4473.43	658.123	8.20055
ENST00000374133.3	715	510.429	36.8285	4.02184
ENST00000477418.2	749	544.429	10.9688	1.12304
ENST00000431781.2	739	534.429	26.1348	2.72588
ENST00000461282.1	136	26.5543	0	0
ENST00000445019.5	546	341.586	0	0
ENST00000361720.9	2123	1918.43	335.212	9.73981
ENST00000450844.1	521	316.619	4.78759	0.842863
ENST00000435827.6	821	616.429	0	0
ENST00000254227.3	1156	951.429	0	0
ENST00000321265.9	1800	1595.43	3655.67	127.722
ENST00000452707.1	816	611.429	0	0
ENST00000484772.1	607	402.473	11.3276	1.56884
ENST00000320567.5	1793	1588.43	11.1861	0.392544
ENST00000616918.1	1651	1446.43	3.81388	0.146976
ENST00000522111.2	1958	1753.43	58	1.84381
ENST00000531285.1	575	370.55	0	0
ENST00000289166.5	2368	2163.43	6	0.154591
ENST00000624078.1	375	172.639	2.22543	0.718541
ENST00000374089.5	3165	2960.43	37.2152	0.700717
ENST00000263980.7	4516	4311.43	551.486	7.13
ENST00000490329.1	660	455.429	0	0
ENST00000447808.1	887	682.429	13.9851	1.14231
ENST00000374086.3	2183	1978.43	2.31365	0.0651858
ENST00000374084.2	695	490.429	0	0
ENST00000425205.1	379	176.498	0	0
ENST00000319394.7	4819	4614.43	164.981	1.99293
ENST00000361771.7	4275	4070.43	330.736	4.52917
ENST00000516289.1	104	17.8881	0	0
ENST00000447062.2	3115	2910.43	75.7643	1.45105
ENST00000491239.2	5149	4944.43	46.5181	0.524423
ENST00000472249.2	628	423.473	0	0
ENST00000611517.4	1613	1408.43	0.000245827	9.72907e-006
ENST00000374076.8	1599	1394.43	264.911	10.5896
ENST00000464720.5	1665	1460.43	368.508	14.0651
ENST00000608611.5	1511	1306.43	495.76	21.1525
ENST00000466759.5	368	165.894	0	0
ENST00000486082.5	994	789.429	0	0
ENST00000464813.5	1071	866.429	1.42097	0.0914174
ENST00000478104.5	986	781.429	16.9886	1.21184
ENST00000498220.1	679	474.429	0	0
ENST00000384161.1	107	18.8875	2.19048	6.46458
ENST00000626207.1	84	16.5781	1	3.36233
ENST00000471456.1	2861	2656.43	22.7237	0.476823
ENST00000470223.1	2841	2636.43	36.688	0.775682
ENST00000618673.4	1712	1507.43	1.64029	0.0606542
ENST00000318074.9	1900	1695.43	0	0
ENST00000616558.4	1878	1673.43	0	0
ENST00000483926.5	2525	2320.43	0	0
ENST00000473280.1	312	115.569	0	0
ENST00000543823.1	2229	2024.43	0	0
ENST00000490170.5	2681	2476.43	0	0
ENST00000496001.5	876	671.429	0	0
ENST00000485269.1	895	690.429	0	0
ENST00000615284.1	793	588.429	0.359707	0.0340746
ENST00000475199.1	2235	2030.43	3.03328	0.0832724
ENST00000486046.5	444	240.074	19.5044	4.52859
ENST00000472410.5	2530	2325.43	0.000115542	2.76958e-006
ENST00000374040.7	4309	4104.43	203.043	2.75747
ENST00000493901.5	4309	4104.43	266.471	3.61887
ENST00000470890.1	956	751.429	34.2227	2.53865
ENST00000357582.2	4136	3931.43	212.428	3.01188
ENST00000476509.1	740	535.429	7.95682	0.82835
ENST00000495230.1	514	309.808	4.37499	0.787155
ENST00000270879.8	1030	825.429	76.6718	5.17765
ENST00000354982.2	997	792.429	21.129	1.48626
ENST00000498393.1	931	726.429	4.19918	0.322216
ENST00000481748.1	1000	795.429	0	0
ENST00000374027.7	1457	1252.43	0	0
ENST00000374030.2	993	788.429	1	0.0706991
ENST00000374025.4	947	742.429	1	0.0750795
ENST00000374024.3	2115	1910.43	76	2.21748
ENST00000618852.4	5676	5471.43	11344.2	115.571
ENST00000536657.1	1083	878.429	7.08332	0.449476
ENST00000492975.1	428	224.215	3.69348	0.918224
ENST00000443579.1	283	92.3439	0	0
ENST00000247087.9	6334	6129.43	1021.19	9.28672
ENST00000374011.6	6438	6233.43	3099.38	27.7156
ENST00000487743.2	417	213.433	4.88413	1.27556
ENST00000490295.1	511	306.808	1.32051	0.239911
ENST00000480033.2	546	341.586	8.22386	1.342
ENST00000374005.7	2729	2524.43	31.1849	0.688585
ENST00000399173.5	2483	2278.43	90.5601	2.21553
ENST00000374004.5	2350	2145.43	12.865	0.33425
ENST00000374003.7	2021	1816.43	10.5464	0.323639
ENST00000457296.5	1104	899.429	0	0
ENST00000475472.5	679	474.429	1.84369	0.216617
ENST00000468038.1	781	576.429	0	0
ENST00000440492.1	441	237.122	1	0.235074
ENST00000361157.10	841	636.429	367.871	32.2197
ENST00000339145.8	822	617.429	2.16265	0.195243
ENST00000362020.4	828	623.429	55.9667	5.00402
ENST00000430683.1	489	284.837	3	0.587085
ENST00000626608.2	376	173.639	0	0
ENST00000628586.2	639	434.473	0	0
ENST00000625232.2	658	453.429	0	0
ENST00000628584.2	478	273.893	0	0
ENST00000629895.1	610	405.473	1	0.137472
ENST00000384040.1	107	18.8875	0	0
ENST00000384367.1	105	18.0913	0	0
ENST00000373954.10	3567	3362.43	48.9674	0.811765
ENST00000419687.6	1661	1456.43	0	0
ENST00000530324.5	1027	822.429	0	0
ENST00000234549.11	992	787.429	6.28127	0.444644
ENST00000373949.5	2273	2068.43	39.1839	1.05595
ENST00000010299.10	1050	845.429	6.67871	0.440344
ENST00000446647.1	504	299.808	1.9215	0.35725
ENST00000373943.8	3079	2874.43	1842.22	35.7246
ENST00000440806.2	718	513.429	16.0261	1.7399
ENST00000468761.1	703	498.429	2.28996	0.256095
ENST00000602607.1	184	39.5676	3	4.22628
ENST00000617345.1	88	15.3022	0	0
ENST00000481874.1	439	235.146	1	0.23705
ENST00000472285.1	373	170.691	4.45951	1.45631
ENST00000602843.1	359	157.533	2	0.707677
ENST00000411130.1	106	18.5443	0	0
ENST00000311772.9	2344	2139.43	741.504	19.3193
ENST00000236412.11	2414	2209.43	78.8607	1.98956
ENST00000373931.8	2651	2446.43	0	0
ENST00000431586.1	1029	824.429	0.154119	0.0104203
ENST00000517138.1	166	34.4662	0	0
ENST00000486634.2	459	255.024	3.48103	0.760856
ENST00000624809.1	171	35.6816	0	0
ENST00000328928.11	2337	2132.43	0	0
ENST00000373925.5	1650	1445.43	20.2306	0.780168
ENST00000373927.7	1082	877.429	9.85654	0.626165
ENST00000427466.1	415	211.475	0	0
ENST00000442118.5	754	549.429	3.95681	0.40143
ENST00000467258.1	762	557.429	0.76959	0.0769567
ENST00000373921.7	2687	2482.43	81.1865	1.82299
ENST00000466068.1	713	508.429	0	0
ENST00000482828.1	477	272.893	0	0
ENST00000456990.1	1926	1721.43	0	0
ENST00000492877.1	2861	2656.43	0	0
ENST00000373912.7	1752	1547.43	478.557	17.2385
ENST00000419958.5	554	349.586	0	0
ENST00000373909.7	1162	957.429	40.491	2.35737
ENST00000313433.11	1237	1032.43	2.86339	0.154595
ENST00000444045.1	682	477.429	2.08906	0.243904
ENST00000373894.7	1878	1673.43	0	0
ENST00000548116.5	1913	1708.43	0	0
ENST00000411604.5	953	748.429	2	0.148955
ENST00000373888.8	1548	1343.43	0	0
ENST00000466793.1	726	521.429	0	0
ENST00000549094.1	1611	1406.43	0	0
ENST00000448015.1	491	286.837	0	0
ENST00000373884.5	2692	2487.43	322.419	7.22514
ENST00000481387.1	316	118.957	7.58092	3.5523
ENST00000373871.7	6085	5880.43	0	0
ENST00000436342.6	5943	5738.43	135.384	1.31507
ENST00000540618.5	5885	5680.43	215.77	2.11732
ENST00000373864.5	2459	2254.43	0	0
ENST00000373863.3	1729	1524.43	0	0
ENST00000495923.5	833	628.429	7.31711	0.649022
ENST00000471498.5	1806	1601.43	13.3666	0.465255
ENST00000627266.1	256	73.801	0	0
ENST00000468665.1	697	492.429	4.53813	0.5137
ENST00000476501.3	297	103.248	0	0
ENST00000627216.1	106	18.5443	0	0
ENST00000517196.1	105	18.0913	0	0
ENST00000373857.7	4491	4286.43	14.2881	0.185804
ENST00000539896.1	4191	3986.43	42.7119	0.597229
ENST00000305392.3	1539	1334.43	0	0
ENST00000603289.5	483	278.865	0	0
ENST00000263697.5	1759	1554.43	1243.36	44.5863
ENST00000489277.5	1600	1395.43	623.077	24.8892
ENST00000470967.1	560	355.586	11.2475	1.76314
ENST00000482674.5	721	516.429	11.9745	1.29248
ENST00000488868.1	786	581.429	2.34499	0.224812
ENST00000497986.5	599	394.473	85.4802	12.0788
ENST00000335514.9	494	289.808	445.962	85.7755
ENST00000468425.2	539	334.586	6.70705	1.11738
ENST00000465645.1	1855	1650.43	113.851	3.84518
ENST00000604716.1	1945	1740.43	11.1715	0.357792
ENST00000605846.1	425	221.282	0	0
ENST00000253063.3	3453	3248.43	1845	31.6592
ENST00000479574.5	862	657.429	18.5972	1.5768
ENST00000373842.8	1833	1628.43	98.7155	3.37904
ENST00000398997.2	1106	901.429	25.1841	1.5573
ENST00000475655.1	315	118.018	0	0
ENST00000474683.1	401	197.764	1.57391	0.443618
ENST00000633371.1	597	392.473	1.06912	0.151842
ENST00000373839.7	6190	5985.43	385.039	3.5858
ENST00000632202.1	918	713.429	0	0
ENST00000632421.1	3375	3170.43	8.98109	0.157902
ENST00000463428.5	1421	1216.43	10.4222	0.477584
ENST00000493669.2	3078	2873.43	3.26375	0.063313
ENST00000384052.1	101	17.1733	0	0
ENST00000633167.1	553	348.586	0	0
ENST00000373836.4	3107	2902.43	31.322	0.60154
ENST00000408289.1	119	22.2625	0	0
ENST00000632964.1	1853	1648.43	55.4409	1.87472
ENST00000398958.6	2715	2510.43	96.2879	2.13796
ENST00000413987.1	2201	1996.43	994.697	27.7724
ENST00000427469.5	903	698.429	0	0
ENST00000447507.1	185	39.7693	5	7.00807
ENST00000434290.5	1070	865.429	31.9976	2.06093
ENST00000373833.10	2844	2639.43	70.8578	1.49642
ENST00000437681.1	2614	2409.43	134.938	3.12175
ENST00000364938.1	206	46.9173	0	0
ENST00000363217.1	204	45.9821	19	23.0325
ENST00000419074.5	997	792.429	51.3402	3.61138
ENST00000373832.5	2424	2219.43	616.958	15.495
ENST00000373831.7	1577	1372.43	35.3935	1.43751
ENST00000411533.5	1169	964.429	35.3349	2.04226
ENST00000486790.2	481	276.893	0	0
ENST00000430407.1	1121	916.429	0	0
ENST00000429051.1	538	333.586	1.88803	0.315484
ENST00000478232.1	509	304.808	0	0
ENST00000624273.1	2083	1878.43	23.8799	0.708621
ENST00000373830.4	1799	1594.43	155.249	5.42749
ENST00000495995.5	2040	1835.43	46.7546	1.41992
ENST00000411406.3	450	246.074	0	0
ENST00000480930.5	1132	927.429	235.192	14.1357
ENST00000491577.5	1610	1405.43	15.4233	0.611711
ENST00000464880.5	609	404.473	7.23039	0.996433
ENST00000497790.5	573	368.55	3.09647	0.468325
ENST00000495215.5	483	278.865	37.943	7.58428
ENST00000464093.1	1632	1427.43	0	0
ENST00000484775.1	1008	803.429	96.5676	6.69977
ENST00000464612.5	719	514.429	0	0
ENST00000475441.5	444	240.074	24.1324	5.60314
ENST00000531126.5	719	514.429	295.879	32.0601
ENST00000461448.5	1629	1424.43	28.0582	1.09798
ENST00000470977.5	1098	893.429	77.3745	4.82741
ENST00000474814.1	1903	1698.43	18.267	0.599508
ENST00000481368.5	1588	1383.43	44.8056	1.80531
ENST00000481220.5	751	546.429	54.1228	5.52106
ENST00000488745.5	1365	1160.43	1.32052	0.0634314
ENST00000483436.5	682	477.429	0	0
ENST00000408612.1	74	35.2778	4	6.32026
ENST00000384581.1	130	24.8144	0	0
ENST00000464115.1	712	507.429	3.63404	0.3992
ENST00000461832.1	675	470.429	208.431	24.697
ENST00000384584.1	132	25.4259	0	0
ENST00000628458.1	135	26.1304	0	0
ENST00000384342.2	137	26.7043	0	0
ENST00000471683.5	844	639.429	7.433	0.64796
ENST00000373826.3	1950	1745.43	36.9064	1.17862
ENST00000465518.1	837	632.429	7.99283	0.704474
ENST00000373824.8	1334	1129.43	309.083	15.2543
ENST00000263974.4	1359	1154.43	14.6386	0.706821
ENST00000495422.1	624	419.473	5.84571	0.776801
ENST00000420776.1	624	419.473	1	0.132884
ENST00000427804.1	688	483.429	4.13679	0.476988
ENST00000602813.1	131	25.2268	0	0
ENST00000387069.1	134	25.8377	0	0
ENST00000373816.5	6410	6205.43	122.866	1.10366
ENST00000361872.8	1894	1689.43	19.3483	0.638379
ENST00000294409.2	1912	1707.43	61.0757	1.99389
ENST00000480454.1	2063	1858.43	21.0453	0.631226
ENST00000516968.1	130	24.8144	0	0
ENST00000474884.5	864	659.429	0	0
ENST00000542507.5	2825	2620.43	41.1039	0.874354
ENST00000373812.7	2925	2720.43	1426.3	29.2247
ENST00000541996.5	2719	2514.43	102.601	2.27451
ENST00000478283.5	2594	2389.43	127.708	2.97921
ENST00000496288.5	879	674.429	0	0
ENST00000621244.1	2067	1862.43	7.28738	0.218106
ENST00000475796.5	358	156.596	0	0
ENST00000476976.1	657	452.429	0	0
ENST00000468863.1	687	482.429	0	0
ENST00000621425.1	1217	1012.43	0	0
ENST00000234961.6	9345	9140.43	14.5164	0.0885257
ENST00000418471.1	1085	880.429	0	0
ENST00000362886.1	110	19.7454	0	0
ENST00000343067.8	5956	5751.43	0.0121222	0.000117485
ENST00000356093.6	5857	5652.43	2043.13	20.1483
ENST00000482464.5	675	470.429	63.1645	7.48437
ENST00000349460.8	3029	2824.43	0	0
ENST00000373800.7	2853	2648.43	14.0274	0.295234
ENST00000347529.7	2676	2471.43	152.306	3.43515
ENST00000373798.5	5933	5728.43	227.324	2.212
ENST00000373797.1	2402	2197.43	3.35316	0.0850581
ENST00000383977.1	101	17.1733	0	0
ENST00000619772.1	282	91.5381	0	0
ENST00000488277.1	262	77.5096	0	0
ENST00000490308.1	354	152.942	3.11859	1.1366
ENST00000460378.1	5212	5007.43	262.79	2.9253
ENST00000462032.1	752	547.429	2.19369	0.223369
ENST00000521452.1	2501	2296.43	439.785	10.6749
ENST00000420504.2	2553	2348.43	174.635	4.14505
ENST00000413004.1	279	89.479	0	0
ENST00000373795.6	2387	2182.43	7565.24	193.223
ENST00000466448.4	1264	1059.43	214.86	11.3047
ENST00000622143.1	614	409.473	9.39667	1.27916
ENST00000497015.5	516	311.808	0	0
ENST00000605204.1	1399	1194.43	64.6759	3.01827
ENST00000477193.1	206	46.9173	5.89499	7.00367
ENST00000489898.1	393	190.056	3.9327	1.15341
ENST00000611385.1	169	34.9856	3	4.77978
ENST00000373791.7	2416	2211.43	68.847	1.73535
ENST00000475773.5	780	575.429	2.97415	0.288103
ENST00000483435.5	571	366.55	0	0
ENST00000263702.10	1353	1148.43	226.477	10.9925
ENST00000473030.5	919	714.429	0	0
ENST00000463412.1	915	710.429	8.01972	0.629238
ENST00000453185.5	623	418.473	1.14793	0.152905
ENST00000478505.6	857	652.429	0	0
ENST00000490529.5	832	627.429	0	0
ENST00000464511.1	409	205.58	0	0
ENST00000463052.5	906	701.429	8.17382	0.649558
ENST00000489248.5	968	763.429	0	0
ENST00000475861.6	770	565.429	2.51281	0.247719
ENST00000474946.5	631	426.473	6.30482	0.824057
ENST00000464915.1	692	487.429	1.04942	0.120009
ENST00000482610.1	570	365.55	0	0
ENST00000484012.5	598	393.473	5.49287	0.778145
ENST00000493928.1	498	293.808	0	0
ENST00000427046.1	573	368.55	0	0
ENST00000345512.7	4470	4265.43	0	0
ENST00000373779.7	5579	5374.43	776.908	8.05775
ENST00000428026.6	5550	5345.43	211.797	2.20858
ENST00000460170.2	5337	5132.43	0	0
ENST00000408623.2	100	16.9413	0	0
ENST00000527027.1	619	414.473	3.89187	0.523406
ENST00000415600.6	1590	1385.43	4.92675	0.198222
ENST00000531385.1	737	532.429	8.69427	0.910222
ENST00000526080.1	424	220.282	7.17761	1.81626
ENST00000493601.5	695	490.429	7.8915	0.896932
ENST00000465525.6	1650	1445.43	20.8796	0.805194
ENST00000492954.1	625	420.473	19.8336	2.62929
ENST00000417651.1	2148	1943.43	0	0
ENST00000580128.1	82	17.717	0	0
ENST00000408199.1	134	25.8377	0	0
ENST00000422638.1	498	293.808	0	0
ENST00000410855.1	104	17.8881	0	0
ENST00000445180.2	1519	1314.43	0	0
ENST00000441046.1	551	346.586	0	0
ENST00000427319.1	507	302.808	0	0
ENST00000420354.1	481	276.893	0	0
ENST00000373765.4	3832	3627.43	28.4343	0.436937
ENST00000494561.1	941	736.429	0.227369	0.0172098
ENST00000477320.1	943	738.429	0	0
ENST00000414532.6	3925	3720.43	61.9486	0.928143
ENST00000454613.1	2131	1926.43	28.4312	0.822656
ENST00000414763.1	887	682.429	29.8125	2.4351
ENST00000443076.1	454	250.049	3.14609	0.701329
ENST00000294507.3	2223	2018.43	1051	29.0246
ENST00000464569.1	953	748.429	0	0
ENST00000583944.1	77	22.1077	0	0
ENST00000476492.1	960	755.429	0	0
ENST00000631316.1	241	64.8037	4.29511	3.69446
ENST00000440358.1	444	240.074	0	0
ENST00000430320.3	1108	903.429	0	0
ENST00000438790.1	446	242.074	0	0
ENST00000410852.1	288	96.0053	0	0
ENST00000431202.1	1747	1542.43	0	0
ENST00000336798.11	6392	6187.43	1324.24	11.9298
ENST00000339394.6	1580	1375.43	135.759	5.50183
ENST00000471567.1	589	384.473	0	0
ENST00000487984.1	355	153.864	3	1.08683
ENST00000578099.2	267	80.7802	4.12066	2.8434
ENST00000424085.6	4631	4426.43	1009	12.7061
ENST00000257075.9	5360	5155.43	1018.6	11.0132
ENST00000373747.7	5375	5170.43	1209.4	13.0383
ENST00000525843.5	4528	4323.43	86.1354	1.11053
ENST00000426105.6	4043	3838.43	0	0
ENST00000498419.5	3068	2863.43	103.477	2.01435
ENST00000440538.6	3936	3731.43	131.613	1.96607
ENST00000373741.8	4242	4037.43	10.4288	0.143982
ENST00000373742.6	3515	3310.43	36.6706	0.617463
ENST00000530669.1	582	377.55	6.72536	0.992929
ENST00000529846.5	683	478.429	33.0451	3.85005
ENST00000525997.1	650	445.429	2.12589	0.266035
ENST00000527498.1	652	447.429	0	0
ENST00000498627.1	422	218.326	0	0
ENST00000471894.1	812	607.429	0	0
ENST00000490546.1	707	502.429	3.12476	0.346672
ENST00000532678.1	793	588.429	11.055	1.04722
ENST00000526128.1	579	374.55	1.34448	0.200088
ENST00000526215.5	586	381.473	1.53013	0.223584
ENST00000525948.5	1103	898.429	0	0
ENST00000480602.1	906	701.429	0	0
ENST00000524516.1	561	356.586	0	0
ENST00000531867.1	549	344.586	3.7286	0.603149
ENST00000373736.6	2589	2384.43	199	4.65206
ENST00000528449.1	585	380.55	0	0
ENST00000526106.5	569	364.55	0	0
ENST00000530145.1	562	357.586	0	0
ENST00000533581.1	512	307.808	0	0
ENST00000263694.8	1597	1392.43	501.147	20.0617
ENST00000486941.1	743	538.429	13.7072	1.41904
ENST00000489853.1	1928	1723.43	1.81702	0.0587681
ENST00000373720.3	1087	882.429	10.4622	0.660874
ENST00000491106.1	459	255.024	6.99445	1.52879
ENST00000474025.1	581	376.55	9.53045	1.41081
ENST00000463988.1	677	472.429	27.3421	3.22605
ENST00000546109.5	1705	1500.43	28.4978	1.0587
ENST00000615916.4	1652	1447.43	56.7178	2.18423
ENST00000616393.4	1534	1329.43	13.8981	0.582729
ENST00000616859.4	1458	1253.43	0	0
ENST00000618216.4	1489	1284.43	0	0
ENST00000344147.9	1605	1400.43	300.912	11.9772
ENST00000479629.5	761	556.429	8.9744	0.899025
ENST00000373714.5	1730	1525.43	0	0
ENST00000422613.6	1140	935.429	0	0
ENST00000627541.1	1158	953.429	0	0
ENST00000430143.1	439	235.146	0	0
ENST00000373713.6	725	520.429	2085.64	223.385
ENST00000497275.5	535	330.586	12.253	2.06602
ENST00000498148.5	693	488.429	51.4189	5.8681
ENST00000482018.1	625	420.473	7.68458	1.01873
ENST00000373710.5	2146	1941.43	0	0
ENST00000536859.5	2072	1867.43	25.2798	0.754582
